airport_ident,le_ident,le_lat,le_lon,le_heading_deg,he_ident,he_lat,he_lon,he_heading_deg,length_ft,width_ft,surface,closed
KSRR,06,33.4593,-105.547,71.0,24,33.4664,-105.522,251.0,8120,100,ASP,0
KSRR,12,33.464,-105.531,130.0,30,33.4526,-105.514,310.0,6309,75,ASP,0
KSSC,04L,33.9617,-80.4815,34.7,22R,33.9843,-80.4627,214.7,10014,150,CON,0
KSSC,04R,33.9633,-80.4762,34.7,22L,33.9814,-80.4611,214.7,8014,150,CON,0
KSSF,09,29.3385,-98.4809,103.0,27,29.3357,-98.4661,283.0,5000,100,ASP,0
KSSF,14,29.3416,-98.472,145.4,32,29.3322,-98.4647,325.4,4128,100,ASP,0
KSSI,04,31.1452,-81.3994,36.0,22,31.1581,-81.3884,216.0,5584,100,ASP,0
KSSI,16,31.1562,-81.3889,154.0,34,31.148,-81.3843,334.0,3313,75,ASP,0
KSSQ,14,45.7351,-91.9256,137.0,32,45.7276,-91.9157,317.0,3711,75,ASP,0
KSTC,05,45.5433,-94.065,59.0,23,45.5475,-94.0549,239.0,3000,75,ASP,0
KSTC,13,45.5539,-94.0693,136.0,31,45.5401,-94.0504,316.0,7500,150,CON,0
KSTE,03,44.5384,-89.5366,29.6,21,44.5528,-89.5252,209.6,6028,120,ASP,0
KSTE,12,44.5468,-89.5353,120.0,30,44.5418,-89.5232,300.0,3635,75,ASP,0
KSTF,18,33.4407,-88.8488,179.0,36,33.4255,-88.8484,359.0,5550,150,ASP,0
KSTJ,13,39.774,-94.9204,135.8,31,39.7646,-94.9084,315.8,4797,75,PEM,0
KSTJ,17,39.7846,-94.9069,180.0,35,39.7625,-94.9069,360.0,8061,150,CON,0
KSTK,04,40.6103,-103.268,45.0,22,40.6152,-103.261,225.0,2500,150,GVL,0
KSTK,15,40.6231,-103.267,166.0,33,40.6106,-103.263,346.0,5201,75,ASP,0
KSTL,06,38.7467,-90.3812,63.0,24,38.7562,-90.3575,243.0,7603,150,CON,0
KSTL,11,38.76,-90.4099,122.0,29,38.7468,-90.3832,302.0,9000,150,CON,0
KSTL,12L,38.7518,-90.3663,122.0,30R,38.7386,-90.3396,302.0,9013,150,CON,0
KSTL,12R,38.7539,-90.3792,122.0,30L,38.7378,-90.3465,302.0,11020,200,CON,0
KSTP,09,44.9349,-93.0674,90.7,27,44.9347,-93.0533,270.7,3642,100,ASP,0
KSTP,13,44.9392,-93.065,127.7,31,44.9323,-93.0525,307.7,4004,150,ASP,0
KSTP,14,44.9412,-93.0678,146.0,32,44.9259,-93.0533,326.0,6491,150,ASP,0
KSTS,02,38.5032,-122.821,29.0,20,38.5157,-122.812,209.0,5202,100,ASP,0
KSTS,14,38.5175,-122.814,157.0,32,38.5023,-122.806,337.0,6000,150,ASP,0
KSUA,07,27.1817,-80.229,68.0,25,27.1864,-80.2157,248.0,4653,100,ASP,0
KSUA,12,27.182,-80.2315,110.0,30,27.1764,-80.2146,290.0,5828,100,ASP,0
KSUA,16,27.1885,-80.2216,154.0,34,27.1761,-80.215,334.0,5000,100,ASP,0
KSUD,18,35.7942,-96.6562,180.0,36,35.786,-96.6562,360.0,3000,60,ASP,0
KSUE,02,44.8369,-87.4248,13.0,20,44.8492,-87.4208,193.0,4599,75,ASP,0
KSUE,10,44.8447,-87.4259,93.0,28,44.8443,-87.4136,273.0,3199,75,ASP,0
KSUN,13,43.5122,-114.304,145.0,31,43.4967,-114.289,325.0,7550,100,ASP,0
KSUS,08L,38.6641,-90.6683,78.0,26R,38.667,-90.6511,258.0,5000,75,ASP,0
KSUS,08R,38.6577,-90.6597,78.0,26L,38.6619,-90.6341,258.0,7486,150,CON,0
KSUT,05,33.9251,-78.0793,41.0,23,33.9334,-78.0707,221.0,5505,100,ASP,0
KSUU,03L,38.2433,-121.957,47.7,21R,38.2636,-121.929,227.7,11001,150,PEM,0
KSUU,03R,38.2615,-121.926,47.7,21L,38.2818,-121.898,227.7,10995,150,CON,0
KSUW,04,46.6837,-92.0998,36.7,22,46.6958,-92.0896,216.7,5100,75,ASP,0
KSUW,14,46.6874,-92.1003,139.3,32,46.679,-92.0901,319.3,4001,75,ASP,0
KSUX,13,42.4092,-96.3977,136.0,31,42.3915,-96.3744,316.0,9002,150,CON,0
KSUX,17,42.4147,-96.3819,181.0,35,42.3966,-96.3822,1.0,6600,150,ASP,0
KSUZ,02,34.5839,-92.4823,20.0,20,34.5969,-92.4766,200.0,5002,100,ASPH-E,0
KSVC,03,32.6329,-108.163,45.3,21,32.6417,-108.153,225.3,4537,80,GRE,0
KSVC,08,32.6324,-108.165,90.2,26,32.6324,-108.143,270.2,6803,100,ASP,0
KSVC,12,32.6419,-108.161,135.0,30,32.6329,-108.15,315.0,4675,75,GRE,0
KSVC,17,32.6479,-108.158,180.4,35,32.6328,-108.159,0.4,5473,75,GRE,0
KSVE,07,40.3745,-120.578,89.0,25,40.3746,-120.57,269.0,2180,60,GRE,0
KSVE,11,40.3798,-120.577,129.0,29,40.3728,-120.566,309.0,4051,75,ASP,0
KSVH,10,35.7661,-80.9656,96.8,28,35.7639,-80.9422,276.8,7003,100,ASP,0
KSVN,10,32.0106,-81.1643,92.0,28,32.0094,-81.1277,272.0,11375,197,ASP,0
KSWF,09,41.5008,-74.1305,78.3,27,41.5074,-74.0883,258.3,11817,150,ASP,0
KSWF,16,41.5111,-74.1018,149.5,34,41.4969,-74.0906,329.5,6004,150,ASP,0
KSWI,16,33.6295,-96.5877,166.1,34,33.6188,-96.5846,346.1,4000,75,ASP,0
KSWO,04,36.1554,-97.0906,44.5,22,36.1652,-97.0787,224.5,5002,75,ASP,0
KSWO,13,,,133.0,31,,,313.0,5003,150,CON,1
KSWO,17,36.1723,-97.0869,179.5,35,36.152,-97.0866,359.5,7401,100,ASP,0
KSWT,04,40.863,-97.1139,46.9,22,40.8694,-97.1049,226.9,3400,150,GRE,0
KSWT,16,40.8693,-97.1096,174.0,34,40.8578,-97.1081,354.0,4200,75,CON,0
KSWW,04,32.461,-100.471,43.4,22,32.4723,-100.458,223.4,5658,75,ASP,0
KSWW,13,32.4669,-100.47,137.4,31,32.4636,-100.466,317.4,1675,175,ASP,1
KSWW,17,32.476,-100.469,173.6,35,32.4601,-100.467,353.6,5840,100,ASP,0
KSXK,17,42.9933,-96.1623,,35,42.9783,-96.1604,,5500,100,CON,0
KSXL,04,38.2283,-80.874,36.8,22,38.2349,-80.8677,216.8,3015,50,ASP,0
KSYF,09,39.763,-101.799,98.0,27,39.7623,-101.793,278.0,1799,280,GRS,1
KSYF,14,,,145.0,32,,,325.0,5200,75,CON,0
KSYF,14L,39.7634,-101.799,145.0,32R,39.757,-101.793,325.0,2833,180,TURF-G,1
KSYF,18,39.7649,-101.792,199.1,36,39.7589,-101.795,19.1,2313,280,GRS,0
KSYI,18,35.567,-86.4426,179.3,36,35.5532,-86.4424,359.3,5504,100,ASP,0
KSYN,09,,,,27,,,,1996,180,GRASS / SOD,0
KSYN,18,,,,36,,,,2582,200,GRASS / SOD,0
KSYR,06,43.1153,-76.1251,49.0,24,43.1212,-76.1158,229.0,3261,150,CON,1
KSYR,10,43.1082,-76.1262,87.3,28,43.1093,-76.0925,267.3,9013,150,ASP,0
KSYR,15,43.1212,-76.1128,133.8,33,43.107,-76.0926,313.8,7499,150,ASP,0
KSYV,01,31.5541,-83.8968,12.0,19,31.5629,-83.8946,192.0,4525,75,ASP,0
KSZL,01,38.7136,-93.552,11.0,19,38.747,-93.5437,191.0,12400,200,CON,0
KSZN,09,,,,27,,,,2150,50,NATURAL SOIL,0
KSZP,04,34.345,-119.0653,,22,34.349,-119.0579,,2665,60,ASPH,0
KSZP,H1,34.3469,-119.0609,,,,,,60,60,ASPH,0
KSZT,02,48.2932,-116.566,32.0,20,48.3059,-116.554,212.0,5501,75,ASP,0
KSZY,17,35.2095,-88.5004,164.9,35,35.1963,-88.496,344.9,5002,75,ASP,0
KT00,12,29.7727,-94.6661,129.0,30,29.7676,-94.6587,309.0,3005,60,ASP,0
KT00,17,29.773,-94.6652,180.0,35,29.7668,-94.6652,360.0,1900,300,GRS,0
KT03,15,36.1003,-111.386,160.0,33,36.0842,-111.379,340.0,6230,75,ASP,0
KT05,12,26.5652,-97.4419,123.0,30,26.5604,-97.4337,303.0,3200,50,ASP,0
KT12,04,30.6434,-93.9163,43.9,22,30.6473,-93.9119,223.9,1983,45,ASP,1
KT12,13,30.6507,-93.9197,133.0,31,30.6437,-93.911,313.0,3746,50,ASP,0
KT15,17,31.3448,-96.8519,181.0,35,31.3365,-96.8521,1.0,3021,50,ASP,0
KT16,06,33.6983,-108.858,75.4,24,33.7017,-108.843,255.4,4800,50,ASP,0
KT17,15,29.2816,-95.8916,154.5,33,29.2707,-95.8856,334.5,4300,75,ASP,0
KT19,14,27.8869,-98.6031,143.0,32,27.88,-98.5972,323.0,3200,60,ASP,0
KT20,15,29.5318,-97.4639,150.0,33,29.5242,-97.4589,330.0,3200,50,ASP,0
KT23,17,32.7239,-99.2675,180.0,35,32.7136,-99.2675,360.0,5000,75,ASP,0
KT24,17,31.2386,-93.9819,180.0,35,31.2286,-93.9819,360.0,3700,75,ASP,0
KT30,13,28.8273,-99.1144,137.2,31,28.8172,-99.1037,317.2,5027,60,ASP,0
KT31,17,33.2144,-96.7419,180.0,35,33.2025,-96.7419,360.0,4305,40,COP,0
KT35,16,30.8836,-96.9725,164.0,34,30.8753,-96.9697,344.0,3200,50,ASP,0
KT36,18,31.1501,-90.1683,178.0,36,31.1419,-90.168,358.0,3023,60,ASP,0
KT39,17,33.5867,-98.6187,180.0,35,33.5779,-98.6187,360.0,3200,60,ASP,0
KT41,05,29.6668,-95.0677,51.3,23,29.6719,-95.0604,231.3,2998,75,ASP,0
KT41,12,29.6726,-95.0696,126.2,30,29.6658,-95.059,306.2,4165,75,ASP,0
KT42,13,40.2144,-123.302,142.6,31,40.2069,-123.294,322.6,3500,50,ASP,0
KT45,17,35.3677,-101.365,179.9,35,35.3556,-101.365,359.9,4404,60,ASP,0
KT47,18,,,,36,,,,2549,40,Turf,0
KT50,15,30.9386,-99.8197,154.0,33,30.9283,-99.8139,334.0,4100,60,ASP,0
KT51,17,30.0475,-95.6673,179.5,35,30.038,-95.6672,359.5,3440,50,ASP,0
KT54,13,29.5275,-95.7788,134.3,31,29.5213,-95.7716,314.3,3013,35,ASP,0
KT55,01,34.5594,-102.326,17.6,19,34.5739,-102.32,197.6,5500,60,ASP,0
KT59,17,35.456,-100.2,180.0,35,35.4462,-100.2,360.0,3565,60,ASP,0
KT60,17,33.1775,-100.198,180.0,35,33.1667,-100.198,360.0,4000,60,ASP,0
KT65,13,26.183,-97.9778,142.0,31,26.1722,-97.9683,322.0,4998,70,ASP,0
KT67,14,32.9352,-97.4155,141.0,32,32.9272,-97.4079,321.0,3740,60,ASP,0
KT69,03,28.035,-97.5451,40.9,21,28.0408,-97.5394,220.9,2800,50,GRS,1
KT69,14,28.0442,-97.5462,145.8,32,28.0343,-97.5387,325.8,4323,55,ASP,0
KT74,17,30.5781,-97.4433,178.7,35,30.5671,-97.443,358.7,4000,75,ASP,0
KT78,16,30.0829,-94.7,165.8,34,30.0727,-94.6971,345.8,3801,75,ASP,0
KT82,14,30.249,-98.9135,146.7,32,30.2375,-98.9048,326.7,5002,75,ASP,0
KT85,13,29.3165,-97.1423,134.2,31,29.3099,-97.1345,314.2,3445,60,ASP,0
KT88,17,32.476,-100.921,181.0,35,32.4609,-100.921,1.0,5420,60,ASP,0
KT90,18,29.8092,-94.4311,180.0,36,29.7992,-94.4311,360.0,3600,75,ASP,0
KT92,13,30.7355,-99.187,138.0,31,30.7291,-99.1803,318.0,3000,60,GRS,0
KT92,17,30.7373,-99.1842,181.0,35,30.7271,-99.1844,1.0,3716,50,ASP,0
KT93,17,36.4464,-100.124,180.0,35,36.4352,-100.124,360.0,4073,60,ASP,0
KTAD,03,37.2557,-104.342,44.9,21,37.2664,-104.329,224.9,5500,100,ASP,0
KTAD,09,37.2609,-104.353,106.1,27,37.2567,-104.335,286.1,5500,100,GVL,0
KTAN,04,41.8754,-71.0227,27.0,22,41.8801,-71.0196,207.0,1034,60,GRE,0
KTAN,12,41.8741,-71.0198,107.7,30,41.8712,-71.0076,287.7,3499,75,ASP,0
KTAZ,09L,39.5381,-89.332,90.0,27R,39.5381,-89.3252,270.0,1933,165,TURF-G,0
KTAZ,09R,39.5297,-89.3417,90.0,27L,39.5299,-89.3293,270.0,3501,60,ASPH-E,0
KTAZ,18,39.5378,-89.3275,179.0,36,39.5269,-89.3273,359.0,4001,75,ASP,0
KTBN,15,37.748,-92.1474,140.0,33,37.7353,-92.134,320.0,6037,150,ASP,0
KTBR,06,32.4829,-81.7428,47.0,24,32.4907,-81.732,227.0,4382,100,ASP,0
KTBR,14,32.4856,-81.7435,135.0,32,32.4739,-81.7297,315.0,6000,100,ASP,0
KTBR,18,32.4906,-81.7344,178.0,36,32.4787,-81.7339,358.0,4350,150,ASP,1
KTCC,03,35.1749,-103.611,45.0,21,35.1887,-103.594,225.0,7104,100,ASP,0
KTCC,08,35.1843,-103.612,90.0,26,35.1843,-103.596,270.0,4600,60,ASP,0
KTCL,04,33.2101,-87.6192,41.0,22,33.2236,-87.6052,221.0,6498,150,ASP,0
KTCL,12,33.2292,-87.616,117.0,30,33.2243,-87.6042,297.0,4000,100,ASP,0
KTCM,16,47.1515,-122.477,180.0,34,47.1238,-122.476,360.0,10108,150,ASP,0
KTCM,160,,,,340,,,,3000,60,ASPH,0
KTCS,01,33.2301,-107.27,21.4,19,33.2385,-107.266,201.4,3302,130,GVL,0
KTCS,07,33.2337,-107.274,80.1,25,33.2351,-107.265,260.1,2933,130,GVL,0
KTCS,11,33.2439,-107.283,125.7,29,33.2325,-107.264,305.7,6981,190,GVL,0
KTCS,13,33.2432,-107.277,144.5,31,33.2271,-107.263,324.5,7202,75,ASP,0
KTCS,15,33.2387,-107.268,166.7,33,33.2309,-107.265,346.7,3001,140,GVL,0
KTCY,08,37.6905,-121.449,90.0,26,37.6906,-121.435,270.0,3438,75,ASPH-F,0
KTCY,12,37.6911,-121.446,131.5,30,37.6839,-121.436,311.5,4001,75,ASP,0
KTDF,06,36.2795,-78.9919,50.5,24,36.2897,-78.9766,230.5,6005,100,ASP,0
KTDO,06,46.4754,-122.815,74.0,24,46.4789,-122.798,254.0,4479,150,ASP,0
KTDW,05,35.1655,-101.829,55.9,23,35.1701,-101.821,235.9,3000,60,ASP,0
KTDW,17,35.1781,-101.826,179.9,35,35.1641,-101.826,359.9,5098,60,ASP,0
KTDZ,04,41.56,-83.4861,39.0,22,41.5678,-83.4778,219.0,3799,75,ASP,0
KTDZ,14,41.571,-83.4901,134.0,32,41.5599,-83.4748,314.0,5829,100,ASP,0
KTEB,1,40.8387,-74.0604,3.0,19,40.8579,-74.059,183.0,6997,150,ASP,0
KTEB,6,40.8467,-74.0703,48.0,24,40.8577,-74.0541,228.0,6014,150,ASP,0
KTEL,13,38.023,-86.6979,134.0,31,38.0146,-86.6869,314.0,4400,75,ASP,0
KTEW,10,42.5658,-84.4306,90.0,28,42.5658,-84.4158,270.0,4002,75,ASPH-G,0
KTEX,09,37.9562,-107.92,105.0,27,37.9513,-107.897,285.0,7111,100,ASP,0
KTFP,13,27.9183,-97.2165,139.7,31,27.9078,-97.2065,319.7,4999,75,ASP,0
KTGC,01,35.9259,-88.8502,8.9,19,35.939,-88.8477,188.9,4802,75,ASP,0
KTGI,02,37.8209,-75.9988,9.0,20,37.829,-75.9971,189.0,2426,75,ASP,0
KTHA,06,35.3785,-86.2543,57.8,24,35.3858,-86.2401,237.8,5501,100,PEM,0
KTHA,09,35.3742,-86.2545,89.2,27,35.3743,-86.2455,269.2,3130,100,GRE,0
KTHA,14,,,135.0,32,,,315.0,5000,150,CON,1
KTHA,18,35.3881,-86.2436,180.0,36,35.3743,-86.2435,360.0,4205,100,CON,0
KTHM,08,47.5748,-115.293,90.0,26,47.5751,-115.276,270.0,4200,75,ASP,0
KTHV,17,39.9235,-76.8769,155.0,35,39.9105,-76.8692,335.0,5188,100,ASP,0
KTIF,11,41.9645,-100.575,118.2,29,41.9598,-100.563,298.2,4402,60,ASP,0
KTIK,13,35.4249,-97.4043,131.0,31,35.4068,-97.379,311.0,10000,200,PEM,0
KTIK,18,35.429,-97.3821,180.0,36,35.3985,-97.3821,,11100,200,PEM,0
KTIP,04,40.2908,-88.1512,43.8,22,40.3008,-88.1386,223.8,5200,150,CON,1
KTIP,09,40.292,-88.1499,89.6,27,40.2921,-88.132,269.6,5001,75,ASP,0
KTIP,13,40.3025,-88.1481,135.1,31,40.2915,-88.1336,315.1,5700,150,CON,1
KTIP,18,40.3018,-88.1439,180.0,36,40.2884,-88.1439,360.0,4894,75,CON,0
KTIW,17,47.2747,-122.577,187.0,35,47.2611,-122.579,7.0,5002,100,ASP,0
KTIX,09,28.5151,-80.8107,89.1,27,28.5153,-80.7951,269.1,5000,100,ASP,0
KTIX,18,28.5246,-80.7969,179.0,36,28.5045,-80.7966,359.0,7319,150,ASP,0
KTKC,06,44.2478,-95.6114,51.0,24,44.2521,-95.6039,231.0,2590,200,GRS,1
KTKC,11,44.2508,-95.6113,120.0,29,44.2467,-95.6009,300.0,3098,75,ASP,0
KTKC,17,44.2511,-95.6083,179.0,35,44.2459,-95.6083,359.0,1778,200,GRS,0
KTKI,18,33.1876,-96.5901,182.0,36,33.1683,-96.591,2.0,7002,150,ASP,0
KTKO,09,39.8039,-98.2267,97.0,27,39.8031,-98.2183,277.0,2505,100,GRS,0
KTKO,17,39.8078,-98.2217,175.0,35,39.7981,-98.2206,355.0,3540,50,ASP,0
KTKV,09,45.4691,-89.8135,90.0,27,45.4691,-89.7979,270.0,4401,75,ASP,0
KTKX,02,36.2172,-90.0406,18.0,20,36.2303,-90.0354,198.0,5000,75,CON,0
KTKX,18,36.2335,-90.0346,179.0,36,36.2252,-90.0343,359.0,3012,75,ASP,0
KTLH,09,30.3913,-84.3565,89.0,27,30.3915,-84.3312,269.0,8000,150,ASP,0
KTLH,18,30.4116,-84.359,179.0,36,30.3949,-84.3588,359.0,7000,150,ASP,0
KTLR,13,36.1606,-119.33,147.0,31,36.1516,-119.323,327.0,3901,75,ASP,0
KTMA,03,31.4249,-83.4898,31.0,21,31.4329,-83.4842,211.0,3389,75,ASP,1
KTMA,10,31.432,-83.4922,94.0,28,31.4312,-83.48,274.0,3807,75,ASP,0
KTMA,16,31.4337,-83.4947,149.0,34,31.4207,-83.4857,329.0,6506,100,ASP,0
KTMB,09L,25.6526,-80.4401,87.0,27R,25.6533,-80.4249,267.0,5003,150,ASP,0
KTMB,09R,25.643,-80.4381,87.0,27L,25.6437,-80.4229,267.0,6000,150,ASP,0
KTMB,13,25.6506,-80.4408,127.0,31,25.6439,-80.4311,307.0,4001,150,ASP,0
KTME,18,29.8141,-95.898,179.0,36,29.7959,-95.8977,359.0,6610,100,ASPH-G,0
KTMK,01,45.4151,-123.816,30.0,19,45.422,-123.811,210.0,2911,75,ASPH-G,0
KTMK,13,45.4243,-123.819,155.0,31,45.4118,-123.811,335.0,5001,75,ASPH-G,0
KTNP,08,34.1343,-115.953,90.0,26,34.1344,-115.935,270.0,5531,75,ASP,0
KTNP,17,34.1327,-115.948,180.0,35,34.1223,-115.948,360.0,3797,50,ASP,0
KTNT,9,25.8618,-80.913,90.0,27,25.8618,-80.881,270.0,10499,150,ASP,0
KTNU,14,41.6804,-93.0281,141.2,32,41.6684,-93.0153,321.2,5600,100,ASP,0
KTNX,15,37.814,-116.789,157.0,33,37.7836,-116.773,337.0,12001,150,CON,0
KTOA,11L,33.8081,-118.3457,129.0,29R,33.7995,-118.3328,309.0,5001,150,PEM,0
KTOA,11R,33.8053,-118.3441,129.0,29L,33.8002,-118.3364,309.0,3000,75,ASP,0
KTOB,04,44.0167,-92.8383,44.7,22,44.0211,-92.8322,224.7,2383,200,GRS,0
KTOB,16,44.0232,-92.8324,166.0,34,44.0112,-92.8282,346.0,4500,75,CON,0
KTOC,03,34.5874,-83.2998,21.0,21,34.5977,-83.2951,201.0,5008,100,ASP,0
KTOC,09,34.5952,-83.2985,88.0,27,34.5955,-83.2887,268.0,2951,50,ASP,0
KTOI,07,31.8587,-86.0219,69.0,25,31.8636,-86.0068,249.0,6197,100,ASP,0
KTOI,14,31.8652,-86.0149,143.0,32,31.8542,-86.0051,323.0,5024,100,ASP,0
KTOL,07,41.5814,-83.8307,67.0,25,41.5927,-83.795,247.0,10600,150,ASP,0
KTOL,16,41.5935,-83.8023,157.0,34,41.5793,-83.7944,337.0,5599,150,ASP,0
KTOP,04,39.0654,-95.6268,49.1,22,39.0708,-95.6188,229.1,3002,100,ASP,0
KTOP,13,39.0748,-95.627,134.3,31,39.065,-95.6142,314.3,5099,100,ASP,0
KTOP,18,39.0735,-95.6242,181.7,36,39.0616,-95.6247,1.7,4331,75,ASP,0
KTOR,02,42.0623,-104.152,28.5,20,42.0696,-104.147,208.5,3401,60,ASP,0
KTOR,10,42.0672,-104.164,115.4,28,42.0604,-104.145,295.4,5703,75,ASP,0
KTPA,10,27.9708,-82.5361,92.0,28,27.9702,-82.5144,272.0,6999,150,PEM,0
KTPA,19L,27.9871,-82.5282,182.0,01R,27.9643,-82.529,2.0,8300,150,PEM,0
KTPA,19R,27.9935,-82.5413,182.0,01L,27.9633,-82.5424,2.0,11002,150,CON,0
KTPF,04,27.9113,-82.4538,37.0,22,27.9188,-82.4474,217.0,3583,100,ASP,0
KTPF,18,27.92,-82.4481,173.0,36,27.9126,-82.4471,353.0,2687,75,ASP,0
KTPH,11,38.0672,-117.092,125.0,29,38.0586,-117.076,305.0,5660,50,ASP,0
KTPH,15,38.0675,-117.093,165.0,33,38.0488,-117.086,345.0,7160,75,ASP,0
KTPL,03,31.1477,-97.4095,28.0,21,31.1593,-97.4025,208.0,4740,100,ASP,0
KTPL,16,31.16,-97.4122,163.0,34,31.1435,-97.4061,343.0,7000,150,ASP,0
KTQE,15,41.7685,-96.1812,154.0,33,41.7586,-96.1747,334.0,4000,75,CON,0
KTQH,17,35.9344,-95.0043,182.0,35,35.9234,-95.0048,2.0,5001,75,ASP,0
KTQK,08,38.4767,-100.889,90.0,26,38.4767,-100.882,270.0,2145,60,GRS,0
KTQK,17,38.4812,-100.885,179.0,35,38.4674,-100.885,359.0,5002,75,ASP,0
KTRI,05,36.4653,-82.4191,42.6,23,36.4815,-82.4007,222.6,8000,150,ASP,0
KTRI,09,36.4783,-82.4105,89.0,27,36.4785,-82.3954,269.0,4443,150,ASP,0
KTRK,02,39.3145,-120.14,29.9,20,39.3256,-120.132,209.9,4650,75,ASP,0
KTRK,11,39.3248,-120.153,120.1,29,39.3152,-120.131,300.1,7001,100,ASP,0
KTRL,14,32.7137,-96.2707,145.0,32,32.7069,-96.2651,325.0,3014,75,ASP,1
KTRL,18,32.7154,-96.2671,180.0,36,32.7016,-96.2671,360.0,5006,75,ASP,0
KTRM,12,33.6302,-116.171,135.0,30,33.6205,-116.1594,315.0,4995,100,ASP,0
KTRM,17,33.6391,-116.1564,180.0,35,33.6158,-116.1564,360.0,8500,150,ASP,0
KTRX,18,40.0894,-93.5907,179.0,36,40.0776,-93.5905,359.0,4307,75,ASP,0
KTSO,07,40.5593,-81.0845,64.4,25,40.5644,-81.0705,244.4,4300,75,ASP,0
KTSP,11,35.1381,-118.445,124.0,29,35.1319,-118.434,304.0,4040,75,ASP,0
KTTA,03,35.5739,-79.1052,20.6,21,35.5908,-79.0975,200.6,6501,100,ASP,0
KTTD,07,45.5492,-122.412,89.0,25,45.5495,-122.391,269.0,5399,150,ASP,0
KTTF,03,41.9336,-83.4382,22.5,21,41.9462,-83.4312,202.5,4997,100,ASP,0
KTTN,06,40.2698,-74.8216,47.0,24,40.2811,-74.806,227.0,6006,150,ASP,0
KTTN,16,40.2837,-74.818,145.7,34,40.2728,-74.8083,325.7,4800,150,ASP,0
KTTS,15,28.6328,-80.7061,150.0,33,28.597,-80.6827,330.0,15001,300,CON,0
KTUL,08,36.1954,-95.899,89.4,26,36.1956,-95.874,269.4,7376,150,CON,0
KTUL,18L,36.2139,-95.8813,183.1,36R,36.1865,-95.8831,3.1,10000,150,CON,0
KTUL,18R,36.2072,-95.8991,183.1,36L,36.1905,-95.9002,3.1,6101,100,ASP,0
KTUP,18,34.277,-88.7699,180.0,36,34.2592,-88.7699,360.0,7150,150,ASP,0
KTUS,04,32.1172,-110.959,45.0,22,32.1308,-110.943,225.0,7000,150,ASP,0
KTUS,11R,32.1221,-110.9497,135.0,29L,32.1058,-110.9305,315.0,8408,75,ASP,1
KTUS,12,32.1234,-110.9479,135.0,30,32.102,-110.9228,315.0,10996,150,ASP,0
KTVB,03,37.129,-92.0868,32.8,21,37.1359,-92.0812,212.8,3002,60,ASP,0
KTVC,05,44.7357,-85.5882,50.1,23,44.7413,-85.5788,230.1,3204,75,ASP,1
KTVC,10,44.7412,-85.5904,94.0,28,44.74,-85.5654,274.0,7016,150,ASP,0
KTVC,18,44.7503,-85.5877,180.0,36,44.7355,-85.5877,360.0,5378,150,ASP,0
KTVF,03,48.0617,-96.1928,39.0,21,48.0723,-96.1799,219.0,4997,75,ASP,1
KTVF,13,48.071,-96.1934,135.0,31,48.0584,-96.1745,315.0,6504,150,ASP,0
KTVI,04,30.8952,-83.8876,40.0,22,30.9068,-83.8763,220.0,6004,101,ASP,0
KTVI,14,30.9073,-83.8861,133.0,32,30.8979,-83.8744,313.0,4999,100,ASP,0
KTVK,16,40.6907,-92.9042,158.0,34,40.6802,-92.8987,338.0,4099,75,CON,0
KTVL,18,38.9053,-119.992,192.9,36,38.8825,-119.999,12.9,8541,100,ASP,0
KTVR,18,32.3585,-91.0278,179.0,36,32.3447,-91.0276,359.0,5002,100,ASP,0
KTVY,17,40.6209,-112.351,179.1,35,40.6042,-112.351,359.1,6102,100,ASP,0
KTWF,08,42.4813,-114.503,91.0,26,42.4807,-114.471,271.0,8704,150,ASP,0
KTWF,12,42.4872,-114.494,136.0,30,42.4808,-114.485,316.0,3224,75,ASP,0
KTWM,06,47.0473,-91.7531,63.0,24,47.0529,-91.7375,243.0,4400,75,ASP,0
KTWM,15,47.0507,-91.7481,143.0,33,47.0451,-91.742,323.0,2581,150,GRS,0
KTWT,04,37.5353,-87.9559,48.0,22,37.5446,-87.9429,228.0,5052,150,CON,1
KTWT,10,37.5472,-87.9558,106.0,28,37.5434,-87.9393,286.0,4999,150,CON,1
KTWT,18,37.5486,-87.9539,183.0,36,37.5349,-87.9548,3.0,5000,150,ASP,0
KTXK,04,33.4463,-94.0014,46.0,22,33.4591,-93.9861,226.0,6602,150,ASP,0
KTXK,13,33.4601,-93.9937,135.0,31,33.45,-93.9816,315.0,5200,100,ASP,0
KTYL,03,34.4454,-110.123,41.0,21,34.4603,-110.107,221.0,7001,75,ASP,0
KTYQ,18,40.0382,-86.2515,179.0,36,40.019,-86.2513,359.0,7001,100,CON,0
KTYR,04,32.3459,-95.4107,45.1,22,32.3599,-95.3942,225.1,8334,150,ASP,0
KTYR,13,32.3612,-95.4054,135.1,31,32.3511,-95.3935,315.1,5198,150,ASP,0
KTYR,18,32.3604,-95.4054,180.0,36,32.3471,-95.4055,360.0,4832,150,ASP,0
KTYS,05L,35.8043,-84.0055,44.8,23R,35.8219,-83.9841,224.8,10000,150,CON,0
KTYS,05R,35.8001,-84.004,44.8,23L,35.8176,-83.9826,224.8,9000,150,ASP,0
KTZR,04,39.8948,-83.1421,32.2,22,39.9076,-83.1317,212.2,5500,100,ASP,0
KTZT,18,41.8831,-92.2867,171.5,36,41.8719,-92.2844,351.5,4001,75,CON,0
KTZV,04,36.7245,-85.6562,34.0,22,36.7336,-85.6485,214.0,4000,75,ASP,0
